City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
555,Iralaya,15.0,-83.2333,77.18,85,6,11.5,HN,2023-01-02 03:17:15
556,Cabo Rojo,18.0866,-67.1457,74.68,71,1,1.99,PR,2023-01-02 03:17:16
557,Bonthe,7.5264,-12.505,76.28,80,2,0.63,SL,2023-01-02 03:17:16
558,Bath,51.3779,-2.3591,47.62,94,100,6.02,GB,2023-01-02 03:14:31
559,Kisesa,-3.0833,34.15,61.86,62,8,11.79,TZ,2023-01-02 03:17:17
560,Arti,56.4234,58.5328,22.59,87,100,13.94,RU,2023-01-02 03:17:18
561,Tuscaloosa,33.2098,-87.5692,62.04,87,0,3.44,US,2023-01-02 03:17:19
562,Lappeenranta,61.0587,28.1887,26.55,91,75,8.05,FI,2023-01-02 03:17:19
563,Padang,-0.9492,100.3543,82.45,72,93,2.62,ID,2023-01-02 03:17:20
564,Hot Springs,34.5037,-93.0552,64.54,94,100,6.91,US,2023-01-02 03:13:39
565,Baker City,44.7749,-117.8344,27.64,100,0,4.61,US,2023-01-02 03:16:26
566,Hukuntsi,-24.0,21.75,71.08,63,1,11.18,BW,2023-01-02 03:17:21
567,Pleasanton,37.6624,-121.8747,54.21,62,0,3.44,US,2023-01-02 03:16:58
568,Garowe,8.4054,48.4845,68.52,80,45,11.63,SO,2023-01-02 03:17:22
569,Alofi,-19.0595,-169.9187,80.49,89,95,12.66,NU,2023-01-02 03:17:22
