City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Luderitz,NA,-26.6481,15.1594,64.53,84,1,6.85,clear sky
346,Weligama,LK,5.9667,80.4167,71.26,90,12,2.93,few clouds
347,Gubkinskiy,RU,64.434,76.5026,0.64,96,100,17.0,light snow
348,Kashi,CN,39.4547,75.9797,17.44,57,40,1.61,scattered clouds
349,Laguna De Perlas,NI,12.3429,-83.6712,76.84,85,41,8.57,scattered clouds
350,Tetouan,MA,35.5711,-5.3724,57.16,68,97,3.56,overcast clouds
351,Luanda,AO,-8.8368,13.2343,76.51,83,100,4.63,overcast clouds
352,Shimanovsk,RU,52.0,127.7,-1.12,79,3,11.81,clear sky
353,Iglesias,IT,39.3114,8.535,50.79,88,95,4.36,overcast clouds
354,Iquitos,PE,-3.7481,-73.2472,78.84,83,20,1.14,few clouds
355,Vilyuysk,RU,63.7553,121.6247,-19.84,97,79,4.97,broken clouds
356,Middelharnis,NL,51.7575,4.1653,44.04,85,13,6.06,few clouds
357,Jinka,ET,5.65,36.65,61.93,69,29,3.11,scattered clouds
358,Gat,IL,31.61,34.7642,57.88,100,10,11.72,clear sky
359,Angoche,MZ,-16.2325,39.9086,73.81,96,100,8.01,moderate rain
360,Carmen Del Parana,PY,-27.2333,-56.2167,79.12,80,66,4.9,broken clouds
361,Geraldton,AU,-28.7667,114.6,90.01,18,47,14.97,scattered clouds
362,Lagoa,PT,39.05,-27.9833,59.59,84,100,20.71,overcast clouds
363,Upata,VE,8.0086,-62.3989,74.19,92,96,3.85,overcast clouds
364,Jalu,LY,29.0331,21.5482,54.88,66,4,8.77,clear sky
365,Bosanska Gradiska,BA,45.1411,17.25,37.65,91,26,3.24,scattered clouds
366,Kalmunai,LK,7.4167,81.8167,73.08,80,34,8.63,scattered clouds
367,Quelimane,MZ,-17.8786,36.8883,72.81,95,43,1.57,light rain
368,Baglung,NP,28.2719,83.5898,44.71,52,0,5.26,clear sky
369,Flinders,AU,-34.5833,150.8552,84.06,71,1,4.0,clear sky
370,Rafai,CF,4.95,23.9167,73.29,47,91,3.47,overcast clouds
371,Sechura,PE,-5.5569,-80.8222,72.46,68,46,15.84,scattered clouds
372,Itarema,BR,-2.9248,-39.9167,79.2,80,43,13.35,scattered clouds
373,Minab,IR,27.1467,57.0801,62.85,24,81,15.68,broken clouds
374,Dali,CN,25.7,100.1833,39.07,90,14,2.39,few clouds
375,Hobyo,SO,5.3505,48.5268,77.49,70,41,20.38,scattered clouds
376,Aklavik,CA,68.2191,-135.0107,2.46,95,100,8.05,overcast clouds
377,Kandrian,PG,-6.2167,149.55,86.95,65,98,12.68,overcast clouds
378,East Moline,US,41.5009,-90.4443,42.37,83,100,9.22,overcast clouds
379,Cardonal,MX,20.6,-99.1333,65.53,31,47,9.24,scattered clouds
380,Xinxiang,CN,35.3089,113.8672,30.51,45,0,2.39,clear sky
381,Jardim,BR,-21.4803,-56.1381,70.88,98,100,5.48,moderate rain
382,Pachino,IT,36.7186,15.0907,56.61,84,3,6.73,clear sky
383,Dabou,CI,5.3256,-4.3769,76.77,87,3,5.08,clear sky
384,Ventersburg,ZA,-28.0856,27.1381,68.31,53,93,4.61,overcast clouds
385,Saldanha,ZA,-33.0117,17.9442,62.47,97,11,10.33,few clouds
386,Koungou,YT,-12.7336,45.2042,80.31,83,40,3.44,scattered clouds
387,Padang,ID,-0.9492,100.3543,73.45,84,100,3.89,overcast clouds
388,Egvekinot,RU,66.3167,-179.1667,-17.48,88,11,9.93,few clouds
389,San Andres,CO,12.5847,-81.7006,80.62,74,20,11.5,few clouds
390,Artyom,AZ,40.4723,50.333,44.74,62,27,17.65,scattered clouds
391,Ghazipur,IN,25.5833,83.5667,48.22,79,0,1.48,clear sky
392,Bandarbeyla,SO,9.4942,50.8122,76.01,71,91,19.1,overcast clouds
393,Changji,CN,44.0167,87.3167,7.59,92,75,2.24,mist
394,Wamba,NG,8.9333,8.6,69.71,33,80,3.56,broken clouds
395,Lamu,KE,-2.2717,40.902,77.76,84,11,12.15,few clouds
396,Inta,RU,66.0317,60.1659,-2.13,82,100,10.25,overcast clouds
397,Pangai,TO,-19.8,-174.35,81.1,79,84,8.61,light rain
398,Arona,ES,28.0996,-16.681,62.82,83,75,10.36,broken clouds
399,Barguzin,RU,53.6167,109.6167,-13.76,88,31,2.04,scattered clouds
400,Kopervik,NO,59.2835,5.3067,38.32,93,100,3.44,mist
401,Pedernales,DO,18.0384,-71.744,77.04,72,60,3.74,broken clouds
402,Alta Floresta,BR,-9.8756,-56.0861,71.83,97,79,2.44,moderate rain
403,Izhma,RU,65.0083,53.9113,-2.96,99,98,3.47,overcast clouds
404,Rocha,UY,-34.4833,-54.3333,62.6,85,34,7.49,scattered clouds
405,Vostok,RU,46.4856,135.8833,-8.41,96,100,5.28,overcast clouds
406,Talcahuano,CL,-36.7167,-73.1167,62.28,63,0,14.97,clear sky
407,Soe,ID,-9.8607,124.284,73.26,79,100,8.93,overcast clouds
408,Port Hedland,AU,-20.3167,118.5667,86.05,74,75,13.8,broken clouds
409,Arman,RU,59.7,150.1667,-1.57,87,100,17.34,light snow
410,Ust-Ilimsk,RU,58.0006,102.6619,5.67,95,97,8.46,overcast clouds
411,Tingo Maria,PE,-9.2895,-76.0088,70.75,97,94,1.54,overcast clouds
412,Guasdualito,VE,7.2424,-70.7324,75.94,76,75,5.99,broken clouds
413,Grindavik,IS,63.8424,-22.4338,36.07,87,75,8.05,broken clouds
414,Dunedin,NZ,-45.8742,170.5036,59.81,95,100,9.64,overcast clouds
415,Hope,US,33.6671,-93.5916,69.85,90,100,13.38,overcast clouds
416,Minsk,BY,53.9,27.5667,42.55,87,100,13.58,overcast clouds
417,Naze,JP,28.3667,129.4833,57.02,72,80,11.59,broken clouds
418,Mayo,US,38.8876,-76.5119,60.26,79,100,8.05,overcast clouds
419,Petawawa,CA,45.9001,-77.3328,36.79,84,77,2.55,broken clouds
420,Riyadh,SA,24.6877,46.7219,53.74,93,100,6.53,overcast clouds
421,Morgan City,US,29.6994,-91.2068,73.99,88,100,10.36,overcast clouds
422,Vanimo,PG,-2.6741,141.3028,82.4,71,94,3.78,overcast clouds
423,Tursunzoda,TJ,38.5144,68.2333,34.83,42,5,5.88,clear sky
424,Quatre Cocos,MU,-20.2078,57.7625,75.09,74,62,4.59,broken clouds
425,Mglin,RU,53.0591,32.8475,43.05,91,100,13.65,overcast clouds
426,Ternate,ID,0.8,127.4,81.14,75,100,5.01,overcast clouds
427,Kysyl-Syr,RU,63.8986,122.7617,-18.36,97,96,3.94,overcast clouds
428,Makokou,GA,0.5738,12.8642,70.74,81,36,2.13,scattered clouds
429,Edwardsville,US,38.8114,-89.9532,58.95,96,100,13.8,mist
430,Awbari,LY,26.5921,12.7805,49.96,55,0,5.79,clear sky
431,Homer,US,59.6425,-151.5483,39.09,83,100,10.0,light rain
432,Altamont,US,42.2068,-121.7372,30.78,92,100,0.0,light snow
433,Monrovia,LR,6.3005,-10.7969,78.3,79,2,6.11,clear sky
434,Lorengau,PG,-2.0226,147.2712,84.02,77,100,10.38,overcast clouds
435,Pacific Grove,US,36.6177,-121.9166,53.67,75,100,8.01,overcast clouds
436,Kayan,MM,16.9056,96.5631,68.14,67,71,6.62,broken clouds
437,Temiscaming,CA,46.7212,-79.0971,32.43,95,100,2.73,overcast clouds
438,Bambous Virieux,MU,-20.3428,57.7575,75.22,73,51,5.03,broken clouds
439,Yelovo,RU,57.0538,54.9207,15.15,97,77,8.52,broken clouds
440,Broome,US,42.2506,-75.833,46.0,80,0,4.61,clear sky
441,Valparaiso,CL,-33.0393,-71.6273,65.84,68,0,6.91,clear sky
442,Genhe,CN,50.7833,121.5167,-28.73,100,21,1.41,few clouds
443,Umm Kaddadah,SD,13.6017,26.6876,61.21,27,0,15.14,clear sky
444,Sao Filipe,CV,14.8961,-24.4956,77.05,56,93,7.81,overcast clouds
445,Elizabeth City,US,36.2946,-76.2511,58.01,87,0,0.0,clear sky
446,Gelibolu,TR,40.4103,26.6708,35.46,63,1,1.83,clear sky
447,Mulchen,CL,-37.7167,-72.2333,63.99,45,25,10.16,scattered clouds
448,Luau,AO,-10.7073,22.2247,63.52,99,100,0.36,light rain
449,Bastia,FR,42.6667,9.3333,55.29,90,20,5.75,few clouds
450,Namibe,AO,-15.1961,12.1522,74.03,90,100,5.01,light rain
451,Guiratinga,BR,-16.3494,-53.7583,73.11,90,90,3.36,overcast clouds
452,Aksarka,RU,66.5606,67.7975,-1.57,97,100,16.58,light snow
453,Kocevje,SI,45.6433,14.8633,47.57,94,71,3.53,broken clouds
454,Saint-Denis,FR,48.9167,2.3333,46.18,93,0,10.36,clear sky
455,Clyde River,CA,70.4692,-68.5914,-29.79,93,18,2.55,few clouds
456,Aligudarz,IR,33.4006,49.6949,23.05,58,0,4.14,clear sky
457,Namatanai,PG,-3.6667,152.4333,85.35,67,67,5.55,broken clouds
458,Jaten,ID,-7.5772,110.8975,76.6,86,100,5.17,overcast clouds
459,Athabasca,CA,54.7169,-113.2854,18.63,85,98,5.46,overcast clouds
460,Ati,TD,13.2154,18.3353,66.74,28,0,16.71,clear sky
461,Lixourion,GR,38.2019,20.4314,55.96,80,2,4.52,clear sky
462,Tuatapere,NZ,-46.1333,167.6833,72.59,46,99,1.07,overcast clouds
463,Agua Blanca,GT,14.5,-89.65,75.38,60,33,1.74,scattered clouds
464,Hay River,CA,60.8156,-115.7999,6.76,78,75,3.44,broken clouds
465,Marsa Matruh,EG,31.3525,27.2453,63.64,71,19,18.28,light rain
466,Bolgar,RU,54.95,49.0667,24.66,88,89,17.52,overcast clouds
467,Hofn,IS,64.2539,-15.2082,43.97,83,100,31.79,overcast clouds
468,Alice Springs,AU,-23.7,133.8833,89.15,40,96,14.97,overcast clouds
469,Salinas,US,36.6777,-121.6555,54.09,74,100,4.61,moderate rain
470,Chegdomyn,RU,51.1167,133.0167,-35.93,99,43,1.19,scattered clouds
471,Kushva,RU,58.2906,59.7592,0.66,98,100,4.25,overcast clouds
472,Hun,LY,29.1268,15.9477,53.06,68,8,6.67,clear sky
473,Loreto,MX,22.2667,-101.9667,61.81,25,100,17.83,overcast clouds
474,Matay,EG,28.419,30.7792,54.91,70,0,3.78,clear sky
475,Joshimath,IN,30.5667,79.5667,34.72,40,18,7.61,few clouds
476,Nioro,GM,13.35,-15.75,76.26,20,85,2.71,overcast clouds
477,Linxi,CN,39.7,118.4333,18.77,30,0,2.73,clear sky
478,Manono,CD,-7.3,27.4167,67.24,94,96,2.75,overcast clouds
479,Yumaguzino,RU,52.9041,56.3933,22.95,95,100,15.46,light snow
480,Wanning,CN,18.8003,110.3967,64.11,81,99,14.74,overcast clouds
481,Appingedam,NL,53.3217,6.8583,40.98,89,24,4.0,few clouds
482,Doha,QA,25.2867,51.5333,62.91,88,100,9.22,moderate rain
483,Anzio,IT,41.4853,12.6179,56.32,95,71,6.26,broken clouds
484,Cuxhaven,DE,53.8718,8.6909,41.2,87,40,11.5,scattered clouds
485,Kyra,RU,49.5776,111.9753,-17.1,91,6,3.91,clear sky
486,Culebra,PR,18.303,-65.301,78.89,83,5,13.0,light rain
487,Walvis Bay,NA,-22.9575,14.5053,65.35,82,51,11.5,broken clouds
488,Ingham,US,42.6,-84.3833,40.17,92,100,3.44,mist
489,Vila Do Maio,CV,15.1333,-23.2167,74.75,78,88,15.39,overcast clouds
490,Nelson Bay,AU,-32.7167,152.15,82.45,62,5,12.57,clear sky
491,Liaqatabad,PK,31.5647,74.3029,42.96,100,100,0.0,fog
492,Borujerd,IR,33.8973,48.7516,29.86,62,0,0.63,clear sky
493,Kuminskiy,RU,58.6667,66.5667,21.06,95,100,9.53,light snow
494,Tabou,CI,4.423,-7.3528,77.68,77,2,4.97,clear sky
495,Codrington,AU,-38.2667,141.9667,59.22,73,100,14.34,overcast clouds
496,Vao,NC,-22.6667,167.4833,75.96,75,14,10.38,few clouds
497,Freetown,SL,8.484,-13.2299,76.62,80,0,5.3,clear sky
498,Awjilah,LY,29.1081,21.2869,55.11,66,12,8.16,few clouds
499,Aksu,CN,41.1231,80.2644,17.06,51,21,2.1,few clouds
500,Mweka,CD,-4.85,21.5667,66.96,97,74,2.37,broken clouds
501,Kiunga,PG,-6.1219,141.2906,86.09,66,99,0.4,overcast clouds
502,Hamilton,US,39.1834,-84.5333,60.24,88,100,6.91,overcast clouds
503,Bhadra,IN,29.1167,75.1667,47.28,46,0,5.06,clear sky
504,Wanaka,NZ,-44.7,169.15,77.11,46,100,5.99,overcast clouds
505,Lavrentiya,RU,65.5833,-171.0,-9.87,84,60,8.37,broken clouds
506,Kutum,SD,14.2,24.6667,56.34,35,0,8.7,clear sky
507,Itaituba,BR,-4.2761,-55.9836,73.36,100,100,2.13,overcast clouds
508,Tete,MZ,-16.1564,33.5867,75.0,85,97,1.16,overcast clouds
509,Sobolevo,RU,54.4299,31.8996,41.54,96,100,12.77,light rain
510,Bayanday,RU,53.0661,105.5139,-15.92,98,89,0.81,overcast clouds
511,Pevek,RU,69.7008,170.3133,-37.71,100,100,4.85,overcast clouds
512,Baykit,RU,61.67,96.37,4.24,98,100,3.33,overcast clouds
513,Bozuyuk,TR,39.9078,30.0367,23.29,43,0,6.24,clear sky
514,Nauchnyy Gorodok,RU,53.4203,83.521,14.86,85,75,11.01,light snow
515,Komsomolskiy,UZ,40.4272,71.7189,29.12,93,100,2.3,fog
516,Tourlaville,FR,49.6383,-1.5664,47.62,100,100,11.5,overcast clouds
517,Brawley,US,32.9787,-115.5303,65.48,39,0,10.36,clear sky
518,Luba,GQ,3.4568,8.5547,80.28,73,96,4.99,overcast clouds
519,Arkhangelsk,RU,64.5401,40.5433,12.31,92,20,4.47,few clouds
520,Goma,CD,-1.6792,29.2228,60.1,80,4,3.42,clear sky
521,Muroto,JP,33.2833,134.15,47.32,57,5,8.81,clear sky
522,Tamale,GH,9.4008,-0.8393,73.62,16,15,7.74,few clouds
523,San Jose,US,37.3394,-121.895,51.94,74,100,16.11,overcast clouds
524,Almaznyy,RU,48.0448,40.045,40.89,87,57,3.53,broken clouds
525,Mukhen,RU,48.1,136.1,-6.52,89,81,6.87,broken clouds
526,Belyy Yar,RU,53.6039,91.3903,-4.11,85,100,0.0,fog
527,Kochi,IN,9.9399,76.2602,69.78,78,11,5.44,few clouds
528,Aripuana,BR,-9.1667,-60.6333,70.54,99,100,2.01,overcast clouds
529,Ephrata,US,40.1798,-76.1788,51.53,85,100,4.61,mist
530,Ust-Uda,RU,54.1742,103.0304,-6.11,98,100,2.75,overcast clouds
531,Gagra,GE,43.3283,40.2239,40.12,69,12,2.64,few clouds
532,Innisfail,AU,-17.5333,146.0333,73.56,97,100,7.09,overcast clouds
533,Eureka,US,40.8021,-124.1637,50.94,82,100,5.01,overcast clouds
534,Sandwick,GB,60.0,-1.25,42.62,70,75,9.22,broken clouds
535,Luorong,CN,24.4058,109.6086,49.19,63,83,9.35,broken clouds
536,Nouadhibou,MR,20.931,-17.0347,67.98,68,0,19.57,clear sky
537,George Town,MY,5.4112,100.3354,78.73,83,20,3.44,few clouds
538,Lakatoro,VU,-16.0999,167.4164,80.28,86,100,8.25,overcast clouds
539,Daru,PG,-9.0763,143.2092,85.41,67,100,3.71,overcast clouds
540,Pamanukan,ID,-6.2842,107.8106,77.77,80,100,9.98,overcast clouds
541,Hubli,IN,15.35,75.1667,66.13,66,0,7.65,clear sky
542,Esna,EG,25.2934,32.554,54.88,67,0,7.58,clear sky
543,Alegrete,BR,-29.7831,-55.7919,77.7,17,1,10.04,clear sky
544,Hegang,CN,47.4,130.3667,-2.4,81,4,7.09,clear sky
545,Voh,NC,-20.9667,164.7,81.75,60,17,6.89,few clouds
546,Xuchang,CN,34.0167,113.8167,32.11,56,0,4.29,clear sky
547,Mae Sai,TH,20.4335,99.8762,55.89,82,3,2.48,clear sky
548,Phek,IN,25.6667,94.5,34.09,98,19,1.88,few clouds
549,Tshikapa,CD,-6.4167,20.8,67.6,97,99,2.98,overcast clouds
550,Oyugis,KE,-0.509,34.7358,60.39,74,45,4.72,scattered clouds
551,Portland,US,45.5234,-122.6762,41.52,73,75,14.97,broken clouds
552,Qaqortoq,GL,60.7167,-46.0333,-4.41,65,37,6.55,scattered clouds
553,North Bend,US,43.4065,-124.2243,50.92,96,100,16.11,mist
554,Galesong,ID,-5.3166,119.3661,75.22,79,100,13.44,overcast clouds
555,Iqaluit,CA,63.7506,-68.5145,-7.87,84,75,4.61,light snow
556,Ambilobe,MG,-13.2,49.05,72.18,93,85,3.13,light rain
557,Ofunato,JP,39.0717,141.7167,32.56,64,21,24.34,few clouds
558,Yanam,IN,16.7333,82.2167,70.54,81,14,3.24,few clouds
559,Chumikan,RU,54.7183,135.315,-13.88,79,37,22.12,scattered clouds
560,Bakchar,RU,57.0186,82.0711,-2.43,99,95,5.01,overcast clouds
561,Rustenburg,ZA,-25.6676,27.2421,67.28,52,2,3.71,clear sky
562,Inhambane,MZ,-23.865,35.3833,73.58,86,4,2.86,clear sky
563,Toledo,ES,39.8333,-4.0,44.44,89,99,2.55,overcast clouds
564,Ngama,TD,11.7833,17.1667,68.77,30,15,13.78,few clouds
565,Camabatela,AO,-8.1881,15.375,61.5,97,100,2.51,overcast clouds
566,Formosa Do Rio Preto,BR,-11.0483,-45.1931,70.84,88,32,2.89,scattered clouds
567,Senneterre,CA,48.3835,-77.2328,29.01,95,96,6.76,overcast clouds
568,Greeneville,US,36.1632,-82.831,55.99,92,96,1.88,overcast clouds
569,San Cristobal,VE,7.7669,-72.225,69.98,90,72,2.1,broken clouds
570,Malinovskiy,RU,61.1953,62.8397,5.77,97,100,5.88,overcast clouds
571,Sharanga,RU,57.1775,46.5396,24.24,92,100,14.32,overcast clouds
572,Skjervoy,NO,70.0311,20.9714,24.8,85,100,4.12,light snow
573,Taltal,CL,-25.4,-70.4833,67.42,80,14,5.28,few clouds
574,Honiara,SB,-9.4333,159.95,84.7,72,92,6.91,overcast clouds
575,Cairns,AU,-16.9167,145.7667,84.15,79,100,5.75,light rain
576,Bereda,ES,43.2686,-7.5406,40.41,100,7,2.73,clear sky
577,Mandurah,AU,-32.55,115.7,71.98,52,1,16.62,clear sky
578,Domoni,KM,-12.2569,44.5319,79.02,84,69,5.93,broken clouds
579,Sorong,ID,-0.8833,131.25,82.17,77,100,4.99,overcast clouds
580,Arinos,BR,-15.9169,-46.1056,70.92,90,78,2.06,broken clouds
581,Shirokiy,RU,49.758,129.523,-14.1,98,15,7.38,few clouds
582,Iwanai,JP,42.9744,140.5089,19.94,85,100,19.15,light snow
583,Kudahuvadhoo,MV,2.6708,72.8944,81.09,69,48,15.43,scattered clouds
584,Voloshka,RU,61.3314,40.0858,16.95,95,100,6.64,overcast clouds
585,Sebeta,ET,8.9167,38.6167,51.84,93,48,2.77,scattered clouds
586,Mahibadhoo,MV,3.7833,72.9667,80.51,66,26,15.28,scattered clouds
587,Lagdo,CM,9.05,13.7333,70.65,29,25,2.86,scattered clouds
588,Koumac,NC,-20.5667,164.2833,80.44,61,52,7.45,broken clouds
589,Shenjiamen,CN,29.9576,122.298,46.74,64,97,14.43,overcast clouds
590,Ondjiva,AO,-17.0667,15.7333,66.88,87,96,10.63,light rain
591,Rio Bueno,CL,-40.3167,-72.9667,59.14,64,90,5.7,overcast clouds
592,Yanliang,CN,34.6592,109.2292,22.19,47,0,1.77,clear sky
593,Fairmont,US,39.4851,-80.1426,60.82,82,100,4.54,overcast clouds
594,Manoel Urbano,BR,-8.8389,-69.2597,75.99,82,93,3.11,overcast clouds
595,Kalikino,RU,52.9493,39.8269,30.38,80,61,4.81,broken clouds
596,Teguise,ES,29.0605,-13.564,59.22,48,0,3.44,clear sky
597,Carnot,CF,4.9409,15.8665,70.81,36,3,1.7,clear sky
598,Verkhoyansk,RU,67.5447,133.385,-47.22,100,92,1.19,overcast clouds
599,Kondinskoye,RU,59.6481,67.41,18.0,95,100,11.9,light snow
600,Ansalta,RU,42.6894,46.1178,38.8,79,78,3.18,broken clouds
601,Easton,US,40.6884,-75.2207,51.4,86,100,0.0,overcast clouds
602,Saint Paul,US,44.9444,-93.0933,27.18,89,100,4.61,haze
603,Santa Maria Del Oro,MX,25.9333,-105.3667,58.75,39,9,19.19,clear sky
604,Sri Aman,MY,1.2376,111.4621,75.25,100,40,0.0,scattered clouds
605,Maturin,VE,9.75,-63.1767,73.9,81,46,6.93,scattered clouds
606,Monforte De Lemos,ES,42.5216,-7.5142,42.57,94,4,2.01,clear sky
607,Kibala,TD,9.1104,18.3463,71.55,43,0,8.05,clear sky
608,Evensk,RU,61.95,159.2333,-5.39,67,4,13.02,clear sky
609,Mbandaka,CD,0.0487,18.2603,72.32,81,60,2.91,broken clouds
610,Ippy,CF,6.2679,21.2247,75.25,30,4,3.2,clear sky
611,West Bay,KY,19.3667,-81.4167,80.67,81,20,6.91,few clouds
612,Lhokseumawe,ID,5.1801,97.1507,74.37,87,100,4.09,overcast clouds
613,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,17.27,scattered clouds
614,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,40,12.66,scattered clouds
615,Xicotencatl,MX,23.0167,-98.8833,82.22,47,86,10.85,overcast clouds
616,Guangyuan,CN,32.442,105.823,38.46,81,81,2.04,broken clouds
617,Sambava,MG,-14.2667,50.1667,74.08,87,66,4.0,broken clouds
618,Udachnyy,RU,66.4167,112.4,-16.37,92,100,4.25,overcast clouds
619,Galway,IE,53.2719,-9.0489,46.04,88,100,25.52,overcast clouds
620,Slave Lake,CA,55.2834,-114.769,26.91,81,100,5.19,overcast clouds
621,Lucea,JM,18.451,-78.1736,78.66,78,17,10.96,few clouds
622,Carroll,US,39.5501,-77.0164,57.88,77,100,4.0,overcast clouds
623,Pimentel,PE,-6.8367,-79.9342,70.09,88,20,16.11,few clouds
624,Ranau,MY,5.9538,116.6641,71.01,91,93,0.34,overcast clouds
625,Saint Anthony,US,45.0205,-93.218,26.55,89,100,4.61,mist
626,Tuy Hoa,VN,13.0833,109.3,71.11,92,98,13.13,overcast clouds
627,Kushalgarh,IN,23.199,74.4507,55.29,48,58,6.93,broken clouds
628,Tautira,PF,-17.7333,-149.15,80.55,73,59,18.86,broken clouds
629,Puerto Lempira,HN,15.2667,-83.7667,75.38,89,11,6.44,few clouds
630,Vanavara,RU,60.34,102.2797,3.65,95,100,8.14,overcast clouds
631,Fountain,US,38.6822,-104.7008,31.46,88,100,12.66,overcast clouds
632,General Roca,AR,-39.0333,-67.5833,72.63,22,74,20.36,broken clouds
633,Tibacuy,CO,4.3511,-72.4564,82.83,55,97,7.27,overcast clouds
634,Amga,RU,60.8953,131.9608,-47.94,100,73,2.21,broken clouds
635,Luwuk,ID,-0.9516,122.7875,83.57,64,100,1.36,overcast clouds
636,Dordrecht,NL,51.81,4.6736,44.1,85,13,3.0,few clouds
637,Beauvechain,BE,50.782,4.7718,43.07,94,2,6.91,clear sky
638,Bac Lieu,VN,9.285,105.7244,73.06,85,87,7.45,overcast clouds
639,Waingapu,ID,-9.6567,120.2641,81.43,70,100,18.86,overcast clouds
640,Livny,RU,52.4253,37.6069,34.29,96,89,5.46,snow
641,Sechelt,CA,49.4664,-123.7694,44.08,81,100,5.61,overcast clouds
642,Tsabong,BW,-26.0217,22.401,78.33,39,52,13.51,broken clouds
643,Mount Gambier,AU,-37.8333,140.7667,59.79,70,100,10.78,overcast clouds
644,Aloleng,PH,16.1307,119.7824,79.52,75,45,9.48,scattered clouds
645,Numan,NG,9.4667,12.0333,70.02,33,79,5.01,broken clouds
646,Severo-Kurilsk,RU,50.6789,156.125,22.17,88,100,34.52,snow
647,Rongai,KE,-0.1733,35.8638,54.03,93,49,1.88,scattered clouds
648,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,87,92,6.31,overcast clouds
649,Cuamba,MZ,-14.8031,36.5372,68.25,96,100,0.6,moderate rain
650,Touros,BR,-5.1989,-35.4608,79.03,80,90,11.95,overcast clouds
651,Fort Collins,US,40.5853,-105.0844,30.36,88,100,8.05,overcast clouds
652,Bima,ID,-8.4667,118.7167,80.17,81,100,2.8,overcast clouds
653,Berezovyy,RU,51.6667,135.7,-19.77,87,3,4.65,clear sky
654,Mataram,ID,-8.5833,116.1167,79.61,77,100,7.94,overcast clouds
655,Male,MV,4.1748,73.5089,80.55,74,20,12.66,few clouds
656,Zabol,AF,32.25,67.25,28.99,70,0,4.36,clear sky
657,Chadiza,ZM,-14.0678,32.4392,63.43,95,100,1.92,overcast clouds
658,Marawi,PH,7.9986,124.2928,68.63,95,100,1.19,overcast clouds
659,Segou,ML,13.4317,-6.2157,70.86,16,27,8.99,scattered clouds
660,Kulhudhuffushi,MV,6.6221,73.07,79.56,69,57,11.95,broken clouds
661,Pahrump,US,36.2083,-115.9839,47.25,44,57,3.0,broken clouds
662,The Valley,AI,18.217,-63.0578,78.82,83,20,5.75,few clouds
663,Bogorodskoye,RU,56.55,37.8833,21.79,94,94,4.05,overcast clouds
664,Cocobeach,GA,1.0002,9.5823,79.93,78,100,3.8,overcast clouds
665,Colares,PT,38.7992,-9.4469,52.75,78,3,5.01,clear sky
666,Christchurch,NZ,-43.5333,172.6333,74.41,62,20,17.27,few clouds
667,Sidi Ali,DZ,36.0998,0.4206,54.57,43,84,2.28,broken clouds
668,Churapcha,RU,62.0025,132.4325,-50.87,100,68,3.4,broken clouds
669,Pizarro,CO,4.9533,-77.366,76.12,83,20,3.38,few clouds
670,Celestun,MX,20.8667,-90.4,80.73,64,77,5.86,broken clouds
671,Qiqihar,CN,47.3408,123.9672,-5.8,85,2,6.2,clear sky
672,Ambon,ID,-3.6954,128.1814,86.14,13,40,12.66,scattered clouds
673,Maragogi,BR,-9.0122,-35.2225,77.72,78,68,7.99,broken clouds
674,Kamenka,RU,51.3223,42.7678,29.62,85,41,9.35,scattered clouds
675,Ulladulla,AU,-35.35,150.4667,73.35,73,6,11.1,clear sky
676,Mahon,ES,39.8885,4.2658,50.56,100,20,6.91,fog
677,Coahuayana,MX,18.7333,-103.6833,78.01,61,70,2.77,broken clouds
678,Russell,US,32.3502,-85.1999,70.02,95,62,4.81,broken clouds
679,Tessalit,ML,20.1986,1.0114,58.21,25,0,11.72,clear sky
680,Nitra,SK,48.3076,18.0845,48.63,91,93,4.5,overcast clouds
