City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
102,Umm Lajj,SA,2022-10-16 20:02:32,25.0213,37.2685,84.11,52,8,7.47
103,Saint-Esteve,FR,2022-10-16 20:02:33,42.7131,2.843,71.82,79,0,2.3
104,Saint-Philippe,RE,2022-10-16 20:02:33,-21.3585,55.7679,69.39,83,11,5.75
105,Puerto Ayora,EC,2022-10-16 20:02:34,-0.7393,-90.3518,69.55,86,85,5.01
106,Ekibastuz,KZ,2022-10-16 20:02:34,51.6667,75.3667,50.76,52,100,9.78
107,Broome,US,2022-10-16 20:02:35,42.2506,-75.833,65.66,46,0,10.36
108,Sao Joao Da Barra,BR,2022-10-16 20:02:35,-21.6403,-41.0511,73.58,76,69,13.11
109,Linfen,CN,2022-10-16 20:02:36,36.0889,111.5189,57.69,26,0,2.28
110,Ponta Do Sol,PT,2022-10-16 20:02:37,32.6667,-17.1,72.72,76,58,1.19
111,Kaitangata,NZ,2022-10-16 20:02:37,-46.2817,169.8464,51.01,63,50,7.87
112,Barrow,US,2022-10-16 20:02:38,71.2906,-156.7887,28.42,80,100,21.85
113,Vila Franca Do Campo,PT,2022-10-16 20:02:38,37.7167,-25.4333,66.2,60,92,8.08
114,Quatre Cocos,MU,2022-10-16 20:02:39,-20.2078,57.7625,68.09,80,11,7.92
115,Castro,BR,2022-10-16 20:00:29,-24.7911,-50.0119,62.4,94,92,3.49
116,Ancud,CL,2022-10-16 20:02:40,-41.8697,-73.8203,63.23,71,91,4.54
117,Hofn,IS,2022-10-16 20:02:40,64.2539,-15.2082,42.98,77,11,19.62
118,Airai,TL,2022-10-16 20:02:41,-8.9266,125.4092,60.8,69,65,2.28
119,Katsuura,JP,2022-10-16 20:02:41,35.1333,140.3,68.02,89,100,5.55
120,Georgetown,MY,2022-10-16 20:00:26,5.4112,100.3354,76.95,90,20,0.0
121,Vardo,NO,2022-10-16 20:02:42,70.3705,31.1107,42.78,87,75,14.97
122,Port Elizabeth,ZA,2022-10-16 19:59:49,-33.918,25.5701,71.1,96,0,6.91
123,Port-Cartier,CA,2022-10-16 20:02:43,50.0334,-66.8654,48.74,93,86,4.45
124,Saint-Augustin,CA,2022-10-16 20:02:43,51.226,-58.6502,53.82,68,100,7.07
125,Mount Pleasant,US,2022-10-16 19:59:16,32.7941,-79.8626,86.0,47,0,8.05
126,Saint George,US,2022-10-16 20:00:53,37.1041,-113.5841,78.8,28,0,5.75
127,Bandarbeyla,SO,2022-10-16 20:02:44,9.4942,50.8122,77.16,86,4,4.34
128,Atuona,PF,2022-10-16 20:02:45,-9.8,-139.0333,76.37,73,5,11.01
129,Sisimiut,GL,2022-10-16 20:02:46,66.9395,-53.6735,38.53,61,100,11.21
130,Yellowknife,CA,2022-10-16 20:01:34,62.456,-114.3525,30.72,93,75,16.11
131,Constitucion,CL,2022-10-16 20:02:46,-35.3333,-72.4167,59.79,69,59,18.32
132,Torbay,CA,2022-10-16 20:02:47,47.6666,-52.7314,53.28,86,100,5.99
133,Anse-Bertrand,GP,2022-10-16 20:02:47,16.4721,-61.5078,85.82,100,7,9.24
134,Biltine,TD,2022-10-16 20:03:48,14.5333,20.9167,87.67,18,38,8.46
135,Denpasar,ID,2022-10-16 20:03:32,-8.65,115.2167,82.06,88,40,14.97
136,Henties Bay,NA,2022-10-16 20:03:48,-22.116,14.2845,59.76,86,24,4.12
137,Herat,AF,2022-10-16 20:00:30,34.5,62.0,64.72,18,0,9.15
138,Nanortalik,GL,2022-10-16 20:03:49,60.1432,-45.2371,35.13,74,4,9.82
139,Bella Union,UY,2022-10-16 20:03:50,-30.2752,-57.6007,73.85,45,0,12.28
140,Oktyabrskiy,RU,2022-10-16 20:03:50,54.4815,53.471,42.55,79,98,3.78
141,Saskylakh,RU,2022-10-16 20:03:51,71.9167,114.0833,16.43,92,73,17.38
142,Vilhena,BR,2022-10-16 20:00:23,-12.7406,-60.1458,70.66,90,81,7.36
143,Te Anau,NZ,2022-10-16 20:03:51,-45.4167,167.7167,47.17,71,21,2.62
144,Tubuala,PA,2022-10-16 20:03:52,9.5167,-79.0333,82.24,78,57,3.24
145,Zemio,CF,2022-10-16 20:03:52,5.0314,25.1361,69.22,97,100,3.51
146,Terrace,CA,2022-10-16 20:01:42,54.5163,-128.6035,67.39,64,9,0.49
147,Cabo San Lucas,MX,2022-10-16 20:00:03,22.8909,-109.9124,89.62,61,20,9.48
148,Port-Gentil,GA,2022-10-16 20:03:53,-0.7193,8.7815,78.76,94,75,5.75
149,La Seyne-Sur-Mer,FR,2022-10-16 20:03:54,43.0982,5.8847,69.89,86,5,5.01
150,Bose,IT,2022-10-16 20:03:54,45.4612,8.0137,63.99,84,57,4.07
151,Touros,BR,2022-10-16 20:03:55,-5.1989,-35.4608,78.46,75,6,18.16
152,Maarianhamina,AX,2022-10-16 20:03:55,60.0973,19.9348,49.86,87,75,12.66
153,Tuatapere,NZ,2022-10-16 20:03:56,-46.1333,167.6833,47.53,77,46,3.13
154,Surt,LY,2022-10-16 20:03:56,31.2089,16.5887,73.89,60,86,9.31
155,Freeport,US,2022-10-16 20:00:05,40.6576,-73.5832,69.39,51,81,3.0
156,Norman Wells,CA,2022-10-16 20:03:57,65.282,-126.8329,32.32,83,100,7.74
157,Coos Bay,US,2022-10-16 19:59:49,43.3665,-124.2179,66.15,100,7,1.01
158,Tabou,CI,2022-10-16 20:03:58,4.423,-7.3528,76.48,84,93,5.46
159,Sanpaul,RO,2022-10-16 20:03:58,46.45,24.35,45.05,100,1,5.75
160,Mizdah,LY,2022-10-16 20:03:59,31.4451,12.9801,67.21,68,100,9.51
161,Mahebourg,MU,2022-10-16 20:04:00,-20.4081,57.7,68.25,79,13,7.0
162,Los Llanos De Aridane,ES,2022-10-16 20:04:00,28.6585,-17.9182,67.75,90,20,4.61
163,Grindavik,IS,2022-10-16 20:04:01,63.8424,-22.4338,39.67,75,20,24.16
164,Labuhan,ID,2022-10-16 20:04:02,-6.8844,112.2051,78.84,80,98,12.91
165,Iqaluit,CA,2022-10-16 20:04:02,63.7506,-68.5145,34.7,100,100,20.0
166,North Bend,US,2022-10-16 20:00:47,43.4065,-124.2243,66.07,100,10,1.01
167,Noumea,NC,2022-10-16 20:04:04,-22.2763,166.4572,73.0,99,1,4.18
168,Kutum,SD,2022-10-16 20:04:04,14.2,24.6667,78.71,19,6,15.19
169,Saint-Leu,RE,2022-10-16 20:04:05,-21.15,55.2833,68.86,80,64,5.1
170,Rawson,AR,2022-10-16 20:04:05,-43.3002,-65.1023,51.89,73,43,15.23
171,Thunder Bay,CA,2022-10-16 20:02:25,48.4001,-89.3168,42.31,79,100,10.71
172,Karlshamn,SE,2022-10-16 20:04:06,56.1706,14.8619,54.09,72,0,15.61
173,Kapaa,US,2022-10-16 20:04:07,22.0752,-159.319,82.09,66,100,9.22
174,Hobart,AU,2022-10-16 20:00:06,-42.8794,147.3294,47.26,85,75,4.61
175,San Francisco,US,2022-10-16 20:00:05,37.7749,-122.4194,67.68,77,100,8.05
176,Chapleau,CA,2022-10-16 20:00:47,47.8405,-83.4034,40.14,76,100,1.57
177,Hambantota,LK,2022-10-16 20:04:09,6.1241,81.1185,78.08,80,75,11.83
178,Salalah,OM,2022-10-16 20:02:37,17.0151,54.0924,76.39,73,69,2.71
179,Mahanoro,MG,2022-10-16 20:04:10,-19.9,48.8,66.09,89,2,5.08
180,Kathu,TH,2022-10-16 20:04:10,7.9178,98.3332,79.7,99,100,22.75
181,Haines Junction,CA,2022-10-16 20:05:11,60.7522,-137.5108,42.44,100,100,4.5
182,Ocampo,MX,2022-10-16 20:05:11,21.65,-101.5,76.17,23,5,3.44
183,Sussex,US,2022-10-16 20:04:18,41.1834,-74.6663,66.65,49,75,4.61
184,Roald,NO,2022-10-16 20:05:12,62.5833,6.1333,51.75,87,75,3.44
185,Pontevel,PT,2022-10-16 20:05:13,39.1494,-8.8388,66.96,87,100,6.02
186,Luena,AO,2022-10-16 20:05:14,-11.7833,19.9167,71.29,42,65,5.32
187,Kodiak,US,2022-10-16 20:05:15,57.79,-152.4072,51.31,76,100,10.36
188,Verkhoyansk,RU,2022-10-16 20:05:15,67.5447,133.385,16.2,96,100,1.48
189,Ilulissat,GL,2022-10-16 20:05:16,69.2167,-51.1,35.62,69,75,2.3
190,La Ligua,CL,2022-10-16 20:05:16,-32.4524,-71.2311,67.42,59,33,9.1
191,Buala,SB,2022-10-16 20:05:17,-8.145,159.5921,80.13,80,59,4.45
192,Ambon,ID,2022-10-16 20:05:18,-3.6954,128.1814,77.14,94,40,5.75
193,Kawalu,ID,2022-10-16 20:05:18,-7.3817,108.2082,71.71,96,99,2.21
194,Mar Del Plata,AR,2022-10-16 20:05:19,-38.0023,-57.5575,59.95,83,0,9.22
195,Mannarakkat,IN,2022-10-16 20:05:19,10.9833,76.4667,74.82,97,100,0.45
196,Vostok,RU,2022-10-16 20:05:20,46.4856,135.8833,30.06,90,31,4.05
197,Kruisfontein,ZA,2022-10-16 20:05:20,-34.0033,24.7314,68.88,74,100,11.05
198,Xining,CN,2022-10-16 20:05:21,36.6167,101.7667,38.89,55,1,1.68
199,Kununurra,AU,2022-10-16 20:05:22,-15.7667,128.7333,78.78,73,100,2.3
200,Talara,PE,2022-10-16 20:05:22,-4.5772,-81.2719,66.29,78,68,21.09
201,Pevek,RU,2022-10-16 20:05:23,69.7008,170.3133,7.47,97,94,4.45
202,Ratnagiri,IN,2022-10-16 20:05:24,16.9833,73.3,78.75,84,100,4.36
203,Grand Gaube,MU,2022-10-16 20:05:24,-20.0064,57.6608,68.38,76,4,5.01
204,Flin Flon,CA,2022-10-16 20:05:25,54.7682,-101.865,34.25,34,71,4.81
205,Byron Bay,AU,2022-10-16 20:02:50,-28.65,153.6167,61.95,82,89,4.61
206,Hobyo,SO,2022-10-16 20:05:26,5.3505,48.5268,78.12,85,72,14.16
207,Delijan,IR,2022-10-16 20:05:27,33.9905,50.6838,69.58,17,32,3.15
208,Misratah,LY,2022-10-16 20:05:27,32.3754,15.0925,74.19,59,22,10.63
209,Southampton,GB,2022-10-16 20:05:16,50.904,-1.4043,61.86,95,75,8.99
210,Mandalgovi,MN,2022-10-16 20:05:28,45.7625,106.2708,25.72,40,0,7.4
211,Agadez,NE,2022-10-16 20:05:29,19.75,10.25,81.97,21,0,10.2
212,Levelland,US,2022-10-16 20:05:30,33.5873,-102.378,54.19,73,100,17.72
213,Batagay-Alyta,RU,2022-10-16 20:05:31,67.8006,130.4114,13.42,82,100,5.66
214,Valparaiso,CL,2022-10-16 20:05:31,-33.0393,-71.6273,66.43,86,0,18.41
215,Kenai,US,2022-10-16 20:02:19,60.5544,-151.2583,42.15,95,40,0.0
